text,emotion
"It’s again an answer to the burning question “What Congress did in 70 years?” @PMOIndia
@NayakRagini #UkraineRussianWar
#Ukrainian
#GodiMedia
https://t.co/HbfWK2Eo0x https://t.co/RACVE0mqs5",anger
The #NYC skyline shines for #Ukraine during tonight's deep blue twilight. https://t.co/STylPkLMKm,joy
How you can support Ukraine[ READ MORE] https://t.co/APRNdlk876 via @blogger_jex #UkraineRussianWar #UkraineRussiaWar #DavidoatTheO2,anger
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",optimism
"""Let's give Graham the benefit of the doubt, and somehow Trump &amp; the GOP would be tougher. What would they do differently? Would they engage in a direct war with Russia? A nuclear power? Is that a smart idea?"" 
@AnaKasparian on @LindseyGrahamSC calling for #Putin's assassination. https://t.co/1aBJGtedlx",anger
"Please Retweet

Parliament Hill, Sunday, 2 pm join if you can and raise your voice in support of #Ukraine https://t.co/3zGz0y69b7",optimism
"@srodan @ZelenskyyUa A powerful speech in which Zelenskyy asked Europeans to support #Ukraine’s freedom…
“If Ukraine will not stand, Europe will not stand. If we will fall, you will fall. So, please do not be silent.” 👇 https://t.co/P5lhpch3jZ",optimism
"The local residents asked me if I could help them fix the water pipes. By the way, deal with unexploded rocket? 

I'm really helpless, they give tanks in addition to rockets.
#plumber #UkraineRussianWar #war #PeopleHelpingPeople #life #house https://t.co/VwgvRQtk62",sadness
"""The conflict in #Ukraine has stirred the emergence of a newly awakened European Union that is willing to provide arms and seriously rethink its security posture."" 

More from @teresaeder &amp; @JasonCMoyer:
https://t.co/veJvJ5dVza",optimism
"""No one is bombing #Kyiv. I don't believe it."" Here's how ordinary Russians reacted when reporters showed them some images from #Ukraine.

 https://t.co/DKPqwSGGP5",anger
"💪 With the help of our community we've just made our first donation to support Ukraine's right to exist as a Free Nation. 
🙏 Peace to #Ukraine with God's Speed.

BTC Hash👇
https://t.co/HWnxGjZrVA

#StandWithUkraine️ #Rambo #Zelenskyy https://t.co/Uoed8P0ba9",optimism
"Zelensky first attacked 🇺🇸 warning an invasion coming. Directly, in public.

His natsec team denied #Russia even assembled forces for an offensive 2 days before it began.

After war started done well mobilizing int'l attention.

He's also irresponsible on some level. https://t.co/yypXQjrkr7",anger
"""Vladimir Putin has committed a grave crime against the entire world. The near certainty that he will lose this war is cold comfort, given the probability that everyone else will too."" https://t.co/6xzop9pvrs #ukraine @EricLevitz https://t.co/1gFodsD23i",anger
"#Frankfurt, #Prague, #Lyon, #Tbilisi, #Vienna, #Bratislava, #Vilnius. Today 200,000 people on the squares of these cities raised 🇺🇦 flags and expressed support to Ukraine. World, do not be silent! Support #Ukraine. Let's stop Russia together!
#StopRussia https://t.co/9UgJtwWZNj",optimism
"Samsung to suspend deliveries to #Russia not only of chips and smartphones, but also of household appliances. Via @nexta_tv",anger
"That is a #war. Nothing else. Period. 
FUCK #putin, FUCK #russia, FUCK #russianinvasion. 🖕🖕🖕#PutinWarCrimes #PutinWarCriminal #PutinHitler #PutinIsaWarCriminal #hitler #getthefuckout

Pray for Ukraine 🇺🇦🇺🇦🇺🇦🙏🙏🙏 #PrayForUkraine",anger
"One of many takes on Ukraine/Russia history.
#Ukraine #Russia #Gravitasplus

https://t.co/eMyi1c0K1p",joy
The #NYC skyline shines for #Ukraine during tonight's deep blue twilight. https://t.co/STylPkLMKm,joy
"The #Russian military has concentrated considerable combat power around Mariupol, #Ukraine, to encircle and ultimately seize or destroy it. Read the latest conflict update from @TheStudyofWar and @criticalthreats https://t.co/eeOyRlHWsI https://t.co/EYaO8kK63p",anger
"➡️ NEW TIME +/- 13:45

🎙 Secretary General @jensstoltenberg’s press conference following the meeting of #NATO Foreign Ministers.

#ForMin https://t.co/zOdxJ7hdTT",joy
"The border of #Ukraine with #Poland is under investigation. 

#AfricansinUkraine #IndiansInUkraine https://t.co/rsFb56NM8T",sadness
"Alexander’s tearful farewell with family #Kyiv railway station. They’re going to relative safety in Lviv, he’s staying to fight. Wouldn’t let go of a toy ambulance his 8 year old son gave him as he put them on the train. #ukraine more later on ⁦@BBCNews⁩ ⁦@BBCWorld⁩ https://t.co/LQuwgoHIbR",sadness
BREAKING: We're on the ground helping #Ukraine animals as the situation worsens by the minute. Watch &amp; retweet this critical update from NFA. We’re still raising funds so we can rush emergency aid to the cats &amp; dogs while it’s still possible. Donate now: https://t.co/2QkFBYZX5R https://t.co/oLEFDDdacm,optimism
"NATO Airborne Early Warning eyes in the sky orbiting over Poland @ 32,000ft close to the border with #Ukraine 🇺🇦

NATO
E-3 Sentry AWACS
LX-N90456 NATO02 https://t.co/Elkv0j5t6K",anger
"In September 2021, @FSIStanford was honored to host @ZelenskyyUa at @Stanford. His message was one of hope and perseverance for the future of #Ukraine. Our community continues to #StandWithUkraine and its right to freedom and democracy.

🇺🇦 Learn more: https://t.co/LSTYyfvJta https://t.co/YMhqyJzoaQ",optimism
"@CardiPoland We have sold our souls by not intervening in Ukraine to physically stop Russia. Putin is using that to buy time.  End it now. Send in the military 
@UN @NATO
#NoFlyZoneOverUkraine
#PutinWarCriminal
#UkraineRussianWar
#UkraineUnderAttack",anger
"Twitter has banned more than 100 accounts that pushed the pro-Russian hashtag #IStandWithPutin for participating in “coordinated inauthentic behavior,” days after the hashtag trended on Twitter amid the invasion in Ukraine. https://t.co/K5C3yhMgQd",anger
"“For the people fleeing Ukraine, being forced to leave behind a core family member only adds to the trauma.” #war #animals 
https://t.co/xVFpZBDpKu",sadness
"Er, the song is ""Not Your War"", the singer is Svyatoslav Vakarchuk aka Slava Vakarchuk of the band Okean Elzy 
https://t.co/5p9Kckcmoz #OkeanElzy #Ukraine #NotYourWar",joy
Passing forward from my Ukraine civil-society contacts. #StandWithUkraine https://t.co/ohDYM1f2pF,optimism
"⚡️ Bellingcat investigator Christo Grozev says that #Russia has resources left for the war until Sunday, after which they will collapse.

Also next week, Russia is facing sanctions, the scale of which “we have not seen before”, and they will also affect Putin",anger
"The local residents asked me if I could help them fix the water pipes. By the way, deal with unexploded rocket? 

I'm really helpless, they give tanks in addition to rockets.
#plumber #UkraineRussianWar #war #PeopleHelpingPeople #life #house https://t.co/VwgvRQtk62",sadness
"⚡️ Bellingcat investigator Christo Grozev says that #Russia has resources left for the war until Sunday, after which they will collapse.

Also next week, Russia is facing sanctions, the scale of which “we have not seen before”, and they will also affect Putin",anger
"So ID markings help identify friend from foe...

But the three white bands actually make #Russia 🇷🇺 helicopters look more like #Ukraine 🇺🇦 counterparts who adopted two white bands during 2014 conflict!!! https://t.co/eGXzOCwIj1",joy
"Powerful photography from #Ukraine from @latimes’ @yamphoto:   
https://t.co/EARPKgLAqr",joy
OUR TEAM - these are some of the great people behind the cameras in #Kyiv who make all the difference. Huge thanks to ⁦@dishmaster28⁩ Robbie Wright ⁦@4nnchor⁩ ⁦@DeeMcIlveen⁩ &amp; James White . #Ukraine https://t.co/SCiuNtsD2r,joy
"One concrete way of supporting progressive voices in #Ukraine is by supporting independent media there. You can donate directly to @commonscomua, a kindred publication that has been producing important analysis of #Ukraine for several years now | #NoWar 
https://t.co/8TiXFA8ZV3",optimism
"The #EU is studying the possibility of disconnecting new #Russian banks from #SWIFT, Borrell said.",anger
"This is a photo of men who have travelled from Ireland to fight for Ukraine’s freedom. 🇺🇦💛💙

LIKE if you support these legends

#Russia #Ukraine https://t.co/PGOQTX8UYW",joy
All these companies have left #Russia market. Comment if you know anyone who is still remains and pays taxes to finance the #UkraineGenocide https://t.co/NB1njzfWUh,anger
"Russian fishermen dropped off an envelope with $500 in a Norwegian port and asked for it to be sent to Ukraine. This is a lot of money for these guys. The ordinary Russian is compassionate. It fills us with hope.
#Ukraine #UkraineUnderAttaсk #UkraineRussiaWar #Ukrainian https://t.co/diNuWYvCar",optimism
"The local residents asked me if I could help them fix the water pipes. By the way, deal with unexploded rocket? 

I'm really helpless, they give tanks in addition to rockets.
#plumber #UkraineRussianWar #war #PeopleHelpingPeople #life #house https://t.co/VwgvRQtk62",sadness
#Belgrade (Serbia) is the only city in the world where mass rallies in support of #Russia take place https://t.co/oNB6H1Y1ue,joy
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,optimism
"#NATO Secretary General @jensstoltenberg will participate in the extraordinary meeting of the #EU 🇪🇺 Foreign Affairs Council on Friday 4 March.

🎙️ 15:15 (CET) Doorstep statement

ℹ️ Info for media: https://t.co/hKR1i3Ueh8 https://t.co/9tehMRv9tu",joy
"Yesterday our ""Russian warship, go f*ck yourself!"" posters benefitting Ukrainian resistance sold out in under 24 hours. Because of you, we were able to add a second run of 500. Get yours now: https://t.co/1O4VHOiKxZ

#SlavaUkraini https://t.co/E0q1tRWOKv",optimism
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
"President Zelensky just responded to the Russian deputies and officials who claimed, ""Zelensky fled #Ukraine.""
#Zelensky said: ""I work in my office in Kiev, everyone is here"" 
https://t.co/QtO2mUNoxx",anger
"La Presse: The French-Canadian special sniper, ""Wali,"" landed in #Ukraine on his own free will to fight with #Ukrainian soldiers. In other words, he arrived in Ukraine to kill #Russians with his sniper rifle at long range. https://t.co/vUZjEkca6U",anger
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",optimism
It is a war crime to attack a nuclear power plant. Putin's shelling of Europe's largest nuclear plant takes his reign of terror one step further. #TheHague #Zaporizhzhia #StandwithUkraine,anger
"@ZelenskyyUa, please be a man and fight on your own two feet, man! On one hand, you portray you &amp; your people brave enough to resist Russians. At other, you ask help and beg ""foreigners"" to fight your war. Grow balls, man! Or be only a comedian! #UkraineRussianWar #ZelenskyyUA https://t.co/F1NV31ghTh",anger
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,optimism
@YourAnonNews @AnonymousPress @YourAnonCentral it seems like is not enough by attacking the country for them. this all shit must be stopped now. Russia must be shut down in always. #Ukranian #FCKPTN #RussianArmy #Genocide #StandWithUkraine #RussianWarCrimes https://t.co/agqhHEEvP6,anger
"❗️#Ukraine asks #Germany for supply of heavy weapons. According to AFP, this includes tanks, submarines and combat helicopters. A spokesman for the #German Ministry of Defense said that a number of supplies were ready for shipment, but did not specify which ones.",anger
"According to Kyiv, three assassination attempts on President #Zelensky have been foiled in the past week thanks to leaks from within #Russia’s FSB. A thread. 1/
https://t.co/KvF05sAiyV",anger
"The main street in St Petersburg, Russia tonight.
The crowd is chanting ""No to War!"" ""Shame!"" &amp; ""Ukraine is not our enemy!"" 
#Ukriane #UkraineRussiaWar #Kyiv #Kherson #Kharkov #Kiev #Moscow #Russia https://t.co/aTQONiooBO",anger
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
"Forgive me for not commenting on Andrew Scheer endorsing Pierre Poilievre. I have #Zelenskyy on the brain. Don't know how to move the inspired mind from a historic heroic figure, to a pair of history's hiccups.",sadness
"SG @jensstoltenberg welcomed 🇺🇸 @SecBlinken to @NATO ahead of #ForMin to discuss #Russia’s brutal &amp; unprovoked attack on #Ukraine
 
He thanked Sec Blinken for his tremendous leadership &amp; strong 🇺🇸 commitment to our defensive Alliance at this critical time

https://t.co/J8gEh4oET8 https://t.co/1YC12kW65I",optimism
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
To the people of the #Netherlands It’s not our #war !! Believe me it’s not our war. Don’t let the media play with your mind !!! #Russia will not stop the war against #Ukraine and actually we are paying for this war from our taxes money. Be smart !! We can do a lot https://t.co/3QElKkxtjT,anger
"UKRAINE ANIMAL UPDATE: We are currently evacuating animals from Ukraine and with your help, we can DOUBLE the number we save – here's how: https://t.co/azkiCYEYfy
(and you'll also see the latest updates from our team rescuing animals on the ground in #Ukraine) https://t.co/29Q10Xmm6d",sadness
"Twitter, YouTube, Booking dot com all now taken offline (blocked, apparently) in Russia in the last 30 min #Ukraine https://t.co/qMfPEmp0fm",anger
"Stop this piece of shit!!!Let it rot in prison!!!
#Ukraina #IndependentUkraine #FreeUkraine #WarCrime #Putin #PieceOfShit #StopPutin #RussianInvasion #RussianAgression #RussianWar #Putin #Madman #StopWar #NoToWar #PutinKaput #shit #merde #лайно https://t.co/RFi0v2jTPt",anger
"And here is one of the most faked oppressed nations in the world. Armenian support Russia 🤦🏻‍♂️

#UkraineRussianWar #Ukraine https://t.co/iJ0fPEwK8a",anger
"If #Putin is insisting that #Russia is ‘saving’ #Ukrainians, then why instead of fleeing to Russia, they are fleeing in opposite direction into Europe? https://t.co/SX6R5vF9nJ",anger
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,optimism
"PLEASE SHARE: If you’re a university student in #Ukraine and have been displaced due to the Russian invasion, please message me! 

Our lab @UofT @UofTMedicine in #Canada will support a paid remote position (~4-5 months) to conduct research in computer vision and deep learning. https://t.co/0x3Entfqky",optimism
Unfuckingbelievable ! Like illegal occupation is bad but certainly not bad when Palestinians are the victims… Unadulterated western supremacy. #Ukraine https://t.co/z7KhcLkFGs,anger
"@KyivIndependent the danger is that if there’s no NATO action now, it will be harder to #StopPutin later. #NoFlyZone #CloseTheSky 

#SlavaUkraini 💙💛 🇺🇦",optimism
"🇺🇦 MERCY FOR UKRAINE
Goal: 5,000 USD • Donate today: https://t.co/klNDbNbsKJ
Funds help #Ukraine refugees at a time of displacement. 500 USD helps a family on the move. 
#UkraineCrisis #mercypartners #nonprofit #conflict #humanitarian #aidrelief https://t.co/9fyhoPI4Yx",sadness
"Remember this is Putin's war not the Russian people's war. Please don't hashtag fuckrussia. #FuckPutin
#UkraineRussiaWar #Ukraine #StandWithUkraine https://t.co/Qs3ul9Swoi",anger
"@DogsinCali @RonFilipkowski @kroltanz Please keep #Zelenskyy SAFE 🇺🇦

He is an inspiration to the world. I truly believe he can help make the world a better place 

#StandWithUkraine 🇺🇦 #ActNOW",optimism
"⚡️Kering announced the closure of boutiques of its brands in #Russia

The company owns luxury brands such as Gucci, Balenciaga, Bottega Veneta, Saint Laurent, Alexander McQueen, Brioni and Pomellato.",sadness
"Powerful photography from #Ukraine from @latimes’ @yamphoto:   
https://t.co/EARPKgLAqr",joy
"#RussianUkrainianWar: Whom are you supporting?
#UkraineRussianWar
Retweet                               Like https://t.co/1s4RxczdeQ",anger
"The main street in St Petersburg, Russia tonight.The crowd is chanting ""No to War!"" ""Shame!"" &amp; ""Ukraine is not our enemy!"" #Ukriane #UkraineRussiaWar #Kyiv #Kherson #Kharkov #Kiev #Moscow #Russian #Russia https://t.co/YfSdhVqxYy",anger
"❗️#Ukraine asks #Germany for supply of heavy weapons. According to AFP, this includes tanks, submarines and combat helicopters. A spokesman for the #German Ministry of Defense said that a number of supplies were ready for shipment, but did not specify which ones.",anger
The #NYC skyline shines for #Ukraine during tonight's deep blue twilight. https://t.co/STylPkLMKm,joy
Weekend editorial cartoonist by Patrick Corrigan. @startoons #Opinion #UkraineRussianWar https://t.co/zFNsMcq6cS,joy
School strike week 185. #FridaysForFuture #ClimateStrike #PeopleNotProfit #StandWithUkraine https://t.co/a0EVWg68eJ,anger
"[LIVE] 🎥 Watch #NATO Secretary General @jensstoltenberg’s remarks together with 🇺🇸 Secretary of State @SecBlinken.

#ForMin https://t.co/KOjrTBKEFC",joy
"What absolutely extraordinary scenes from Tbilisi, Georgia 🇬🇪🇺🇦

#StandWithUkraine️ #UkraineRussiaWar #RussiaUkraine #UkraineWar #UkraineUnderAttaсk #UkraineRussianWar https://t.co/GUIHTNCzrG",joy
"Military situation in eastern #Ukraine, Donbas front. Map shows the actual situation on 4 March. https://t.co/D8LXuqwuXS",sadness
"⚡️U.S. Democratic and Republican senators received an invitation to attend a Zoom meeting with #Ukrainian President Volodymyr Zelenskyy

 The meeting is scheduled for March 5 at 16:30 #Kyiv time",joy
The free world speaks.  Putin only rules by fear and is an empty vessel. #UkraineRussiaWar https://t.co/eAcffUnvbO,anger
"❗️#Ukrainian authorities published a list of #Belarusian pilots who participated in attacks on #Ukraine

 Combat sorties were carried out from the #Lida military airfield, their purpose was to strike at the civilian population and infrastructure of Ukraine",anger
"RBC writes that Samsung has suspended deliveries to #Russia not only of chips and smartphones, but also of household appliances",sadness
"Stand With Ukraine https://t.co/5aDWNu4Vue 
#StandWithUkraine️ #UkraineRussianWar #donateukraine #BoycottCocaCola #BTC #Bitcoin #ETH #nftart #nft #nfts #DeFi #LoveIsBlind #EmployeeAppreciationDay #OpenSeaNFT #GT7  #mcadams #anonymous #JioWorldCentre",anger
Am praying and asking Elon musk🇺🇸🇿🇦 to help the #Ukraine People destroy Evil #Putin in order to   restore ☮️ peace between Russian and Ukrainian people and the world #UkraineRussianWar https://t.co/2rtTUCUs78,optimism
Johnson is a LIAR. Don’t vote for him or his Tory MPs. They are all complicit with Russian interference. Their reaction to #Ukraine invasion has been so poor that in truth they are all traitors to UK and it’s peoples. They haven’t even returned the Brexit and party bribes. https://t.co/a9apK7Kr2d,anger
"#Russia installs its #propaganda TV after seizing #Kherson and imposes 15-year sentences for reporting its invasion of #Ukraine
#CloseTheSky  #StandwithUkraine #Ukraineinvasion
https://t.co/hdPLeLnNLH https://t.co/F5TFHvzMer",anger
"Forgive me for not commenting on Andrew Scheer endorsing Pierre Poilievre. I have #Zelenskyy on the brain. Don't know how to move the inspired mind from a historic heroic figure, to a pair of history's hiccups.",sadness
"The main street in St Petersburg, Russia tonight.The crowd is chanting ""No to War!"" ""Shame!"" &amp; ""Ukraine is not our enemy!"" #Ukriane #UkraineRussiaWar #Kyiv #Kherson #Kharkov #Kiev #Moscow #Russian #Russia https://t.co/YfSdhVqxYy",anger
We are a great bunch of peeps 😊#writing #WritersCafe #UkraineWar #writercommunity #follow #followback #f4f #FollowFriday #UkraineRussianWar https://t.co/O84uxOqcUA,joy
"#angelosworld #hetzerandfriends #bmp_2 #ukraine

say no to strangers,  kids

Support me on Patreon:
https://t.co/x1p0yU7vrY
 Remember to visit my blog : https://t.co/QUcKSxwCNf
FB:
https://t.co/eCDb1RehIW https://t.co/81euDbowgD",optimism
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",sadness
"🗓️ Today at #NATO HQ

Extraordinary meeting of NATO Ministers of Foreign Affairs #ForMin
with Finland, Sweden and the European Union

Follow @JensStoltenberg, @NATOpress and @NATO for the latest updates

ℹ️ Click for more information ⤵️",joy
"@KyivIndependent opening borders, sending military equipments, opening our hearts, our arms, our home doors is a duty. 

It’s what the least we can, it is not enough, let’s not pretend anything will be enough. 

Nothing what we give, will give Ukrainian back what they lost. 

#SlavaUkraini",anger
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,anger
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,optimism
"A picture paints a thousand words #Putin vs a real leader @ZelenskyyUa 
#StandWithUkraine https://t.co/wd1IiF4mE8",optimism
"#UkraineRussiaWar | ""We will be killed if not evacuated soon"": SOS from Indian Students at Sumy State University https://t.co/4rCd37eMME",sadness
"🔵In collaboration with Women's Law Center and financial support from 🇸🇪 Sweden, UN Women Moldova responds to the urgent needs of women and girls refugees from #Ukraine offering PPEs, food packages and accommodation. @UNMoldova @SweAmbMoldova https://t.co/OyNrzGbwSU",optimism
"❗️#Ukrainian authorities published a list of #Belarusian pilots who participated in attacks on #Ukraine

 Combat sorties were carried out from the #Lida military airfield, their purpose was to strike at the civilian population and infrastructure of Ukraine",anger
"#Ukraine: The Ukrainian troops successfully hit a Russian tank using an anti-tank guided missile , which led to the complete destruction of the vehicle. Presumably, a Stugna-P ATGM system was used. https://t.co/TRyOVlOD4q",anger
#Putin……”We have no bad intentions towards our neighbours”……👀. He’s completely lost the plot &amp; the civilised world will never forgive him. #UkraineRussianWar #Ukraine #Russia https://t.co/cx9C1cQW6x,anger
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",sadness
"An important question for all NATO countries to consider as the Russian invasion of Ukraine continues:
.
What is NATO's red line?
.
.
.
#Russia #Ukraine #NATO #WorldWar3 #Kyiv #Lviv https://t.co/QMl43SQ0Yh",anger
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,anger
#Ukrainian Mule and White Ukrainian with Ukrainian #vodka in #Bethesda #maryland USA. #slavaukraini #slavaheroyam @ Caddies https://t.co/jVnnCmR3yf,joy
"Latest Defence Intelligence update on the situation in Ukraine - 04 March 2022
 
Find out more about the UK government's response: https://t.co/VteirKcFS2…

🇺🇦 #StandWithUkraine 🇺🇦 https://t.co/eWIJPuJdMU",optimism
@the__dude98 @AlexLuck9 @RALee85 #Putin's so-called paranoia is actually a strategic #deterrence campaign that folks r swallowing whole. Everyone is so afraid of Putin's #nukes that their panties r cutting off their O2 so they can't stop 2 think that Putler has a hella-lot more 2 worry anout if things go nukie.,anger
@cathyq101_q @GOV2UK @carolecadwalla He is a #LiarNotALeader. We deserve so much better. Beyond time to go #JohnsonOut39 #DontBreakNHS #StandWithUkraine,anger
"@KyivIndependent Twitter Army, Now is NOT the time for silence, Make our voices heard! Like, Follow, Comment &amp; RT. Tell them together we #StandWithUkraine and demand we #StopPutinNOW  🇺🇦✊ https://t.co/guvMcwPAxD",optimism
📷 #Ukrainian Mule and White Ukrainian with Ukrainian #vodka in #Bethesda #maryland USA. #slavaukraini #slavaheroyam (at Caddies) https://t.co/FIsA39Uj3K https://t.co/2xBdqbyzAV,joy
The #NYC skyline shines for #Ukraine during tonight's deep blue twilight. https://t.co/STylPkLMKm,joy
It’s day 40 of trying to rid this country of a very dangerous man &amp; I’m not giving up. Our very democracy is at risk &amp; I want a better country for my grandsons to grow up in. #JohnsonOut40 #NHSNotForSale #UnitedAgainstJohnson #TakeBackDemocracy #StandWithUkraine #FBNHS https://t.co/tCU6djjV54,optimism
"Thousands of children in #Ukraine are cut off from #healthcare. The country has had to halt urgent efforts to contain a #polio outbreak.

UNICEF is on the ground to meet children's basic needs. But more than anything, #children need #peace. Now.

#NotATarget https://t.co/weAVpEA5fC",sadness
"#Russia’s upper house of parliament approved a draft law  that would impose a jail term of up to 15 years for people who intentionally spread “fake” information about Russia’s armed forces

https://t.co/rkjd8f16S3",anger
"Friends from all over the world, we see you and your support. You are awesome! Keep on helping! #WeAreAllUkrainians #StandTogether #United #Support #StayWithUkraine #StopTheWar #Ukraine https://t.co/HKi1cBhBpr",optimism
"#Ukraine: Kent dockers refuse to unload Russian gas. BBC News 
https://t.co/7lnnf6mEAo",anger
"Today, while visiting #Kaohsiung, I by chance met Ksenia, a young student from #Ukraine. She thanked me for our support, &amp; I assured her that #Taiwan will do whatever we can for Ukraine, a like-minded democratic partner. #StandWithUkraine https://t.co/edaU3Nk8qK",joy
"In #Russia, a prominent Kremlin-close political analyst suggested that the Russian military operation might finish “beyond Ukrainian borders”. 

He said #Germany “will be never forgiven for allowing weapons to be sent to #Ukraine”.

@GermanyDiplo and @NATO, are you reading this? https://t.co/3hlWs4gDud",anger
@davidfrum Even if it’s half it’s a hell of a price #russia,anger
"I support #NATO enforcing a #NoFlyZone in  @Ukraine 

 #StandWithUkraine #stopputin",anger
"❗️

""If we don't cut off all the electricity in your country, Putin, it's just because we're thinking about the citizens of Russia. But you will remember our face forever. For all the innocents who died, it's a promise.""

Remember! #Anonymous

#Zaporizhzhia #Ukraine https://t.co/gfAmH5PRpk",optimism
Twitter bans over 100 accounts that pushed #IStandWithPutin https://t.co/NP7I0vQvrd via @nbcnews,anger
"Friends from all over the world, we see you and your support. You are awesome! Keep on helping! #WeAreAllUkrainians #StandTogether #United #Support #StayWithUkraine #StopTheWar #Ukraine https://t.co/HKi1cBhBpr",optimism
"The amount of your goodwill is exceptional. Our fundraiser has ended.
#FuckTheWar #Ukraine 
🇺🇦🇵🇱❤
If you want to help Ukrainian Red Cross, do it here: https://t.co/0o8u3yrJAm https://t.co/leyj7SpTL9",optimism
"VIDEO: Russian saboteur reconnaissance hit squad ambush @SkyNews  team near Kyiv #Ukraine

The Russians knew they were journalists, and wanted them dead. Terrifying.
https://t.co/uG5lrOCg2k",anger
"Just want to point something out: Putin wasn’t happy with Crimea, he won’t be happy with Ukraine. What’s next? #RussianUkrainianWar #SlavaUkraini",anger
"⚡️ Bellingcat investigator Christo Grozev says that #Russia has resources left for the war until Sunday, after which they will collapse.

Also next week, Russia is facing sanctions, the scale of which “we have not seen before”, and they will also affect Putin",anger
School strike week 185. #FridaysForFuture #ClimateStrike #PeopleNotProfit #StandWithUkraine https://t.co/a0EVWg68eJ,anger
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,anger
Child friendly municipalities across #Ukraine calling 4  safe space/corridor to get #children to safety. Operating environment is extremely complex. Access constraints and rapidly changing front lines make it much more difficult #foreverychild @UNICEF_UA   https://t.co/Jjk56WcelH,sadness
@POTUS Do it. #SlavaUkraini https://t.co/UVvxqMb9IR,optimism
"These are the 13 heroes who refused to surrender to the #Russians in Snake Island

#Ukraine #RussianInvasion https://t.co/X6No2Svp1b",anger
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"The local residents asked me if I could help them fix the water pipes. By the way, deal with unexploded rocket? 

I'm really helpless, they give tanks in addition to rockets.
#plumber #UkraineRussianWar #war #PeopleHelpingPeople #life #house https://t.co/VwgvRQtk62",sadness
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
"Killer of Ukrainian women and children, Putin’s Italian palace on the Black Sea near Gelendzhik. No wonder russians are poor! #putinbabykiller he’s committing genocide of the Ukrainian people. #Ukraine https://t.co/n56UKqcC2c",anger
"@srodan @ZelenskyyUa A powerful speech in which Zelenskyy asked Europeans to support #Ukraine’s freedom…
“If Ukraine will not stand, Europe will not stand. If we will fall, you will fall. So, please do not be silent.” 👇 https://t.co/P5lhpch3jZ",optimism
"❗️#Ukraine asks #Germany for supply of heavy weapons. According to AFP, this includes tanks, submarines and combat helicopters. A spokesman for the #German Ministry of Defense said that a number of supplies were ready for shipment, but did not specify which ones.",anger
"@CalltoActivism @anders_aslund Yes #NATO needs to intervene now to take down #Putin, a criminal and incompetent president and enemy of his own people https://t.co/BdhAukh2xd 
#StopRussianAggression #stopputin #stoprussia #StandWithUkraine️ #WarCrimes",anger
